epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,2055.36,0.72858,0.46542,0.96818,0.83365,0.79778,0.83834,0.46046,1.54653,0.88679,1.56558,0.000493406,0.000493406,0.000493406
183,2066.6,0.73941,0.47381,0.9703,0.86636,0.78442,0.83179,0.45655,1.54859,0.85236,1.57685,0.000491883,0.000491883,0.000491883
184,2077.69,0.75722,0.4769,0.97007,0.8694,0.79744,0.84845,0.4614,1.57083,0.86197,1.58476,0.000490361,0.000490361,0.000490361
185,2088.57,0.73676,0.4648,0.96233,0.86574,0.78568,0.83127,0.46088,1.51716,0.88381,1.50116,0.000488838,0.000488838,0.000488838
186,2099.46,0.74683,0.4635,0.96139,0.8825,0.78411,0.83878,0.46248,1.53694,0.855,1.54513,0.000487315,0.000487315,0.000487315
187,2110.52,0.71593,0.45472,0.96,0.86306,0.79958,0.83134,0.45505,1.547,0.86047,1.57665,0.000485793,0.000485793,0.000485793
188,2121.53,0.72413,0.45687,0.95385,0.8461,0.80632,0.83478,0.45068,1.57335,0.8542,1.59535,0.00048427,0.00048427,0.00048427
189,2132.65,0.72591,0.45941,0.96863,0.86124,0.78405,0.82296,0.44307,1.54712,0.87055,1.5698,0.000482747,0.000482747,0.000482747
190,2143.69,0.71123,0.4445,0.95035,0.83918,0.79698,0.82667,0.44679,1.59808,0.87449,1.62975,0.000481225,0.000481225,0.000481225
191,2155.4,0.73386,0.4611,0.95924,0.84586,0.79159,0.81891,0.44722,1.58031,0.90146,1.59651,0.000479702,0.000479702,0.000479702
192,2167.12,0.71719,0.44972,0.95115,0.87037,0.77349,0.8328,0.4457,1.58127,0.87539,1.58868,0.00047818,0.00047818,0.00047818
193,2179.07,0.73455,0.45355,0.95167,0.8406,0.77796,0.82951,0.45915,1.55626,0.88957,1.54532,0.000476657,0.000476657,0.000476657
194,2190.85,0.7193,0.44481,0.95181,0.85477,0.78479,0.83134,0.45311,1.57718,0.87259,1.57306,0.000475134,0.000475134,0.000475134
195,2202.38,0.71883,0.45604,0.95375,0.8699,0.77246,0.83523,0.45563,1.58061,0.88817,1.58408,0.000473612,0.000473612,0.000473612
196,2213.87,0.71572,0.45125,0.95358,0.84072,0.81742,0.83341,0.45686,1.58236,0.88244,1.59938,0.000472089,0.000472089,0.000472089
197,2224.86,0.73359,0.46061,0.9602,0.8462,0.80166,0.83714,0.46077,1.54728,0.91086,1.54123,0.000470566,0.000470566,0.000470566
198,2235.89,0.71891,0.4503,0.95065,0.8922,0.77714,0.83705,0.45091,1.57571,0.88994,1.59011,0.000469044,0.000469044,0.000469044
199,2246.84,0.7123,0.44655,0.95133,0.82776,0.78559,0.82267,0.45587,1.55609,0.87868,1.5769,0.000467521,0.000467521,0.000467521
200,2257.82,0.7209,0.44772,0.95739,0.86798,0.78216,0.83375,0.45642,1.55274,0.89685,1.56322,0.000465999,0.000465999,0.000465999
201,2268.77,0.71434,0.45126,0.95685,0.84351,0.80657,0.84159,0.45554,1.57023,0.85895,1.59751,0.000464476,0.000464476,0.000464476
202,2279.76,0.7152,0.45649,0.95688,0.84773,0.80379,0.83236,0.45444,1.57306,0.85859,1.60718,0.000462953,0.000462953,0.000462953
203,2290.75,0.72245,0.44764,0.95553,0.87399,0.77273,0.82955,0.45249,1.56329,0.90743,1.57742,0.000461431,0.000461431,0.000461431
204,2301.99,0.71573,0.44343,0.95099,0.87804,0.77459,0.84842,0.46952,1.55974,0.85832,1.57435,0.000459908,0.000459908,0.000459908
205,2313.32,0.72336,0.44317,0.95001,0.84414,0.80453,0.83667,0.46153,1.55495,0.89305,1.59901,0.000458386,0.000458386,0.000458386
206,2324.84,0.71325,0.44505,0.94959,0.84654,0.79777,0.83765,0.46823,1.53323,0.85622,1.57213,0.000456863,0.000456863,0.000456863
207,2336.63,0.71325,0.44481,0.94979,0.84945,0.7894,0.83749,0.44799,1.57497,0.86302,1.61087,0.00045534,0.00045534,0.00045534
208,2348.31,0.72118,0.44773,0.9539,0.85132,0.8037,0.84804,0.4566,1.55237,0.87728,1.55619,0.000453818,0.000453818,0.000453818
209,2359.91,0.70243,0.44204,0.94486,0.88496,0.76777,0.83164,0.45046,1.57641,0.88902,1.57962,0.000452295,0.000452295,0.000452295
210,2371.03,0.71705,0.4414,0.94771,0.86643,0.77747,0.82973,0.45121,1.55969,0.86192,1.57033,0.000450772,0.000450772,0.000450772
211,2382.34,0.70638,0.4462,0.95515,0.87606,0.75843,0.82459,0.45329,1.54182,0.87894,1.54328,0.00044925,0.00044925,0.00044925
212,2393.62,0.70953,0.44997,0.95535,0.87319,0.76837,0.83159,0.44998,1.56909,0.86484,1.54862,0.000447727,0.000447727,0.000447727
213,2404.86,0.7296,0.45036,0.95596,0.86274,0.79161,0.83088,0.44366,1.56229,0.88238,1.55741,0.000446205,0.000446205,0.000446205
