epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,293.54,1.17294,0.94999,1.18922,0.79931,0.73144,0.79886,0.43397,1.54482,1.11266,1.47194,0.000601512,0.000601512,0.000601512
24,306.119,1.16578,0.92084,1.17849,0.87438,0.74633,0.83389,0.44096,1.52278,1.07652,1.44315,0.000593899,0.000593899,0.000593899
25,317.886,1.15183,0.91893,1.18935,0.85776,0.75761,0.83646,0.45748,1.53295,1.04257,1.4762,0.000586286,0.000586286,0.000586286
26,330.028,1.14276,0.90426,1.17265,0.81822,0.78307,0.83014,0.44682,1.54148,1.03834,1.4568,0.000578672,0.000578672,0.000578672
27,341.705,1.12184,0.8833,1.15681,0.87086,0.77682,0.84196,0.46615,1.51789,1.02491,1.43557,0.000571059,0.000571059,0.000571059
28,353.694,1.1137,0.84432,1.14162,0.79818,0.77089,0.82092,0.45301,1.52357,1.05325,1.43972,0.000563446,0.000563446,0.000563446
29,365.005,1.0951,0.84671,1.14435,0.83398,0.78084,0.8343,0.45089,1.54536,0.99877,1.47436,0.000555833,0.000555833,0.000555833
30,376.414,1.11201,0.84823,1.14862,0.87962,0.74834,0.84311,0.4587,1.52479,0.97301,1.44023,0.00054822,0.00054822,0.00054822
31,388.053,1.1088,0.85021,1.15406,0.83969,0.81361,0.84637,0.45632,1.55444,0.94104,1.47484,0.000540607,0.000540607,0.000540607
32,400.159,1.0851,0.81737,1.14238,0.8554,0.73362,0.80667,0.42655,1.56836,1.04548,1.51779,0.000532994,0.000532994,0.000532994
33,412.241,1.08337,0.8423,1.13254,0.86242,0.76863,0.85516,0.46155,1.53349,0.93895,1.48495,0.000525381,0.000525381,0.000525381
34,424.021,1.08042,0.79886,1.12347,0.8577,0.76137,0.84537,0.46028,1.55964,1.01533,1.47799,0.000517768,0.000517768,0.000517768
35,435.778,1.05036,0.7899,1.10623,0.83493,0.80817,0.84778,0.45475,1.55083,0.98285,1.46942,0.000510155,0.000510155,0.000510155
36,447.665,1.05048,0.791,1.11878,0.86141,0.75432,0.83248,0.44068,1.58765,0.99194,1.52692,0.000502541,0.000502541,0.000502541
37,459.174,1.03358,0.77,1.11236,0.81138,0.78148,0.82051,0.45751,1.52873,0.96579,1.48762,0.000494928,0.000494928,0.000494928
38,470.492,1.04675,0.78493,1.11345,0.88619,0.75368,0.84001,0.45436,1.52684,0.96198,1.42899,0.000487315,0.000487315,0.000487315
39,483.242,1.03558,0.7771,1.11213,0.84096,0.7763,0.83516,0.44711,1.56113,0.96457,1.5072,0.000479702,0.000479702,0.000479702
40,494.907,1.01745,0.74579,1.09263,0.8294,0.78508,0.83223,0.44438,1.55518,0.97321,1.48387,0.000472089,0.000472089,0.000472089
41,507.126,1.00019,0.7276,1.08093,0.88022,0.76101,0.83233,0.44518,1.54948,0.98753,1.48431,0.000464476,0.000464476,0.000464476
42,517.885,1.01195,0.74135,1.09351,0.87172,0.76328,0.84603,0.44166,1.58915,0.94661,1.52525,0.000456863,0.000456863,0.000456863
43,528.381,0.98893,0.71702,1.08572,0.81995,0.77228,0.82263,0.4482,1.5666,0.96047,1.49567,0.00044925,0.00044925,0.00044925
44,540.857,0.99666,0.72372,1.08121,0.87956,0.77193,0.83978,0.45347,1.55663,0.91567,1.50611,0.000441637,0.000441637,0.000441637
45,552.825,0.98423,0.70412,1.07609,0.86982,0.74553,0.8376,0.44568,1.60928,0.94234,1.52374,0.000434024,0.000434024,0.000434024
46,563.728,0.99422,0.70285,1.07476,0.85898,0.76333,0.83244,0.45172,1.56985,0.92643,1.51279,0.000426411,0.000426411,0.000426411
47,575.427,0.98428,0.6962,1.07445,0.8367,0.77363,0.84085,0.44542,1.62289,0.97297,1.56135,0.000418797,0.000418797,0.000418797
48,585.126,0.96905,0.68403,1.06809,0.86287,0.78463,0.8403,0.45051,1.56707,0.91677,1.52221,0.000411184,0.000411184,0.000411184
49,593.775,0.9751,0.68998,1.07147,0.81446,0.7834,0.83432,0.43948,1.58469,0.97624,1.54781,0.000403571,0.000403571,0.000403571
50,602.737,0.96522,0.6743,1.05813,0.87148,0.7826,0.8471,0.45134,1.59419,0.92974,1.53848,0.000395958,0.000395958,0.000395958
51,614.313,0.95052,0.66065,1.06108,0.85953,0.81351,0.85234,0.45349,1.60361,0.91056,1.57171,0.000388345,0.000388345,0.000388345
52,624.75,0.95223,0.66591,1.05721,0.83152,0.79169,0.83558,0.45327,1.59087,0.92683,1.54749,0.000380732,0.000380732,0.000380732
53,635.216,0.93836,0.66734,1.05335,0.81419,0.80496,0.84623,0.45484,1.60114,0.89689,1.5593,0.000373119,0.000373119,0.000373119
54,645.97,0.93107,0.64599,1.04662,0.80499,0.81084,0.84365,0.461,1.54331,0.8904,1.49841,0.000365506,0.000365506,0.000365506
55,657.019,0.9344,0.64096,1.04885,0.87113,0.75776,0.82707,0.44241,1.5893,0.93731,1.55466,0.000357893,0.000357893,0.000357893
56,667.765,0.91314,0.62414,1.03644,0.86958,0.7926,0.84107,0.45282,1.59457,0.91947,1.54702,0.00035028,0.00035028,0.00035028
57,678.74,0.91882,0.63914,1.04281,0.86431,0.79813,0.84836,0.46558,1.58048,0.8965,1.51444,0.000342666,0.000342666,0.000342666
58,689.893,0.90691,0.63105,1.04565,0.8151,0.82298,0.85449,0.46782,1.54908,0.93284,1.50579,0.000335053,0.000335053,0.000335053
59,700.446,0.91788,0.63279,1.04464,0.85878,0.78455,0.84826,0.45523,1.55933,0.88936,1.50936,0.00032744,0.00032744,0.00032744
60,710.998,0.91692,0.61983,1.03801,0.84922,0.79596,0.84388,0.46601,1.56078,0.87949,1.5134,0.000319827,0.000319827,0.000319827
61,721.953,0.90058,0.6076,1.03534,0.87712,0.80165,0.84475,0.46457,1.58063,0.88197,1.54139,0.000312214,0.000312214,0.000312214
62,732.925,0.91229,0.61137,1.03581,0.8559,0.80324,0.85013,0.46205,1.54971,0.87955,1.5219,0.000304601,0.000304601,0.000304601
63,744.038,0.89709,0.61089,1.03262,0.84542,0.80157,0.84559,0.45788,1.58399,0.87146,1.5755,0.000296988,0.000296988,0.000296988
64,755.628,0.87907,0.5956,1.0367,0.87154,0.78594,0.86445,0.47454,1.56131,0.84015,1.5472,0.000289375,0.000289375,0.000289375
65,767.098,0.87626,0.59147,1.02242,0.87118,0.78937,0.85631,0.4665,1.57253,0.87114,1.55083,0.000281762,0.000281762,0.000281762
66,778.729,0.88712,0.60238,1.03128,0.86645,0.81307,0.86255,0.46876,1.57195,0.86422,1.55823,0.000274148,0.000274148,0.000274148
67,790.293,0.87279,0.58564,1.02357,0.87607,0.79661,0.83521,0.45295,1.57761,0.87877,1.56488,0.000266535,0.000266535,0.000266535
68,801.594,0.86713,0.58561,1.01878,0.90196,0.7835,0.85343,0.46534,1.58199,0.86734,1.55206,0.000258922,0.000258922,0.000258922
69,812.601,0.86562,0.57446,1.01812,0.82886,0.81716,0.84609,0.45732,1.56776,0.86838,1.55278,0.000251309,0.000251309,0.000251309
70,823.822,0.85378,0.5763,1.01009,0.87787,0.79823,0.85492,0.46068,1.58306,0.86197,1.57042,0.000243696,0.000243696,0.000243696
71,835.001,0.85773,0.57544,1.01521,0.84229,0.80349,0.84751,0.46371,1.57631,0.86429,1.56401,0.000236083,0.000236083,0.000236083
72,846.315,0.84714,0.56819,1.00869,0.84076,0.8177,0.86318,0.46865,1.56933,0.84548,1.53725,0.00022847,0.00022847,0.00022847
73,857.556,0.84009,0.56711,1.00369,0.83783,0.81067,0.85119,0.4633,1.58688,0.86638,1.57606,0.000220857,0.000220857,0.000220857
74,868.894,0.83169,0.55376,1.00573,0.85849,0.80402,0.8572,0.46955,1.57742,0.85419,1.58705,0.000213244,0.000213244,0.000213244
75,880.174,0.83953,0.5606,1.00169,0.8295,0.82492,0.86457,0.47119,1.55873,0.86083,1.53841,0.000205631,0.000205631,0.000205631
76,891.454,0.81797,0.55101,1.00026,0.87326,0.80755,0.85718,0.46889,1.59187,0.84047,1.56108,0.000198018,0.000198018,0.000198018
77,902.684,0.81498,0.55771,0.99793,0.82272,0.82608,0.85405,0.4527,1.61231,0.88804,1.58384,0.000190404,0.000190404,0.000190404
78,914.018,0.82582,0.55879,1.00301,0.85032,0.79006,0.8449,0.45823,1.59267,0.86851,1.58928,0.000182791,0.000182791,0.000182791
79,925.653,0.81513,0.54758,0.9985,0.80331,0.82143,0.84645,0.46002,1.5903,0.89542,1.58179,0.000175178,0.000175178,0.000175178
80,937.068,0.81943,0.54811,1.00326,0.8358,0.78197,0.82814,0.45107,1.61668,0.88419,1.60484,0.000167565,0.000167565,0.000167565
81,948.334,0.81142,0.53701,0.99527,0.84301,0.80132,0.8418,0.45666,1.58583,0.8438,1.5656,0.000159952,0.000159952,0.000159952
82,959.783,0.79296,0.53585,0.98979,0.85315,0.80364,0.85188,0.46986,1.56959,0.83705,1.56133,0.000152339,0.000152339,0.000152339
83,970.968,0.80898,0.53958,0.99858,0.87635,0.78693,0.8548,0.46362,1.57373,0.84078,1.56222,0.000144726,0.000144726,0.000144726
84,982.075,0.79005,0.52848,0.9899,0.8534,0.80915,0.85694,0.46337,1.56816,0.83139,1.55879,0.000137113,0.000137113,0.000137113
85,993.521,0.80131,0.54565,0.9922,0.87768,0.78859,0.85838,0.47174,1.55675,0.84294,1.52617,0.0001295,0.0001295,0.0001295
86,1004.96,0.8035,0.53095,1.00056,0.84535,0.80452,0.84775,0.46174,1.58526,0.85952,1.57696,0.000121887,0.000121887,0.000121887
87,1016.1,0.78532,0.52483,0.98693,0.85725,0.80559,0.85073,0.46726,1.56625,0.83925,1.55312,0.000114273,0.000114273,0.000114273
88,1027.37,0.7695,0.51393,0.97322,0.88079,0.79464,0.84388,0.46992,1.56305,0.83585,1.5477,0.00010666,0.00010666,0.00010666
89,1038.55,0.78697,0.51865,0.98777,0.86385,0.796,0.85358,0.46644,1.57397,0.83563,1.56426,9.90472e-05,9.90472e-05,9.90472e-05
90,1050,0.78023,0.52107,0.985,0.88331,0.79158,0.85167,0.47163,1.56432,0.82733,1.54947,9.14341e-05,9.14341e-05,9.14341e-05
91,1079.67,0.72301,0.41971,0.94442,0.86842,0.78035,0.83944,0.45236,1.56526,0.85282,1.56906,8.3821e-05,8.3821e-05,8.3821e-05
92,1090.79,0.70061,0.40151,0.93552,0.82733,0.80921,0.83359,0.45569,1.56842,0.86816,1.56327,7.62079e-05,7.62079e-05,7.62079e-05
93,1101.95,0.68948,0.39512,0.93406,0.83265,0.81548,0.84127,0.45413,1.55744,0.85363,1.56251,6.85948e-05,6.85948e-05,6.85948e-05
94,1113.13,0.68578,0.39412,0.93261,0.83532,0.8212,0.84345,0.45698,1.56486,0.84191,1.5739,6.09817e-05,6.09817e-05,6.09817e-05
95,1124.32,0.6758,0.39205,0.93092,0.85977,0.80531,0.85017,0.46505,1.55883,0.84318,1.56909,5.33686e-05,5.33686e-05,5.33686e-05
96,1135.35,0.681,0.38454,0.9313,0.83989,0.82217,0.84556,0.46179,1.57144,0.84939,1.58206,4.57555e-05,4.57555e-05,4.57555e-05
97,1146.48,0.66135,0.38277,0.92222,0.85167,0.82417,0.85179,0.4685,1.55838,0.84628,1.55815,3.81424e-05,3.81424e-05,3.81424e-05
98,1157.57,0.66403,0.37444,0.91896,0.84555,0.81445,0.8477,0.4636,1.56532,0.84017,1.57001,3.05293e-05,3.05293e-05,3.05293e-05
99,1168.71,0.65349,0.3702,0.91325,0.8456,0.82043,0.8497,0.46919,1.55147,0.83245,1.55175,2.29162e-05,2.29162e-05,2.29162e-05
100,1179.95,0.65662,0.37228,0.9155,0.85916,0.81787,0.85117,0.46697,1.56133,0.82575,1.5697,1.53031e-05,1.53031e-05,1.53031e-05
